prices,market_caps,total_volumes,label
"[0.54692129 0.56011437 0.61076486 0.72876033 0.72847658 0.70933769
 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654
 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553
 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749]","[0.54013412 0.54675704 0.59736315 0.70646357 0.71855564 0.69975702
 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699
 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805 0.64815453
 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405]","[0.02843076 0.03645882 0.06811464 0.15531907 0.1895343  0.17673176
 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419
 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561
 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539]",1
"[0.56011437 0.61076486 0.72876033 0.72847658 0.70933769 0.70111014
 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995
 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427
 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719]","[0.54675704 0.59736315 0.70646357 0.71855564 0.69975702 0.68963644
 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699 0.6854468
 0.67935861 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166
 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742 ]","[0.03645882 0.06811464 0.15531907 0.1895343  0.17673176 0.24736706
 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272
 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795
 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717]",-1
"[0.61076486 0.72876033 0.72847658 0.70933769 0.70111014 0.70054829
 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233
 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529
 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868 ]","[0.59736315 0.70646357 0.71855564 0.69975702 0.68963644 0.6903785
 0.70037354 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861
 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582
 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078]","[0.06811464 0.15531907 0.1895343  0.17673176 0.24736706 0.26904438
 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357
 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488
 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347]",-1
"[0.72876033 0.72847658 0.70933769 0.70111014 0.70054829 0.71751111
 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233 0.68191642
 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327
 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827]","[0.70646357 0.71855564 0.69975702 0.68963644 0.6903785  0.70037354
 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409
 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504
 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078 0.67643299]","[0.15531907 0.1895343  0.17673176 0.24736706 0.26904438 0.20355885
 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735
 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634
 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188 ]",-1
"[0.72847658 0.70933769 0.70111014 0.70054829 0.71751111 0.7070374
 0.70588495 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461
 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208
 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236]","[0.71855564 0.69975702 0.68963644 0.6903785  0.70037354 0.69535273
 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292
 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115
 0.63886034 0.67642405 0.6713742  0.68790078 0.67643299 0.653559  ]","[0.1895343  0.17673176 0.24736706 0.26904438 0.20355885 0.19146283
 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682
 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449
 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945]",-1
"[0.70933769 0.70111014 0.70054829 0.71751111 0.7070374  0.70588495
 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795
 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727
 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268 ]","[0.69975702 0.68963644 0.6903785  0.70037354 0.69535273 0.69640515
 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805
 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034
 0.67642405 0.6713742  0.68790078 0.67643299 0.653559   0.63940368]","[0.17673176 0.24736706 0.26904438 0.20355885 0.19146283 0.17862134
 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655
 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824
 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514]",1
"[0.70111014 0.70054829 0.71751111 0.7070374  0.70588495 0.67915654
 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553
 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749
 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621]","[0.68963644 0.6903785  0.70037354 0.69535273 0.69640515 0.65611699
 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805 0.64815453
 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405
 0.6713742  0.68790078 0.67643299 0.653559   0.63940368 0.64186522]","[0.24736706 0.26904438 0.20355885 0.19146283 0.17862134 0.19590419
 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561
 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539
 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714]",-1
"[0.70054829 0.71751111 0.7070374  0.70588495 0.67915654 0.69555995
 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427
 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719
 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621 0.64376024]","[0.6903785  0.70037354 0.69535273 0.69640515 0.65611699 0.6854468
 0.67935861 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166
 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742
 0.68790078 0.67643299 0.653559   0.63940368 0.64186522 0.63434504]","[0.26904438 0.20355885 0.19146283 0.17862134 0.19590419 0.18782272
 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795
 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717
 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714 0.13385833]",1
"[0.71751111 0.7070374  0.70588495 0.67915654 0.69555995 0.68867233
 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529
 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868
 0.68540827 0.66211236 0.6444268  0.64915621 0.64376024 0.66688149]","[0.70037354 0.69535273 0.69640515 0.65611699 0.6854468  0.67935861
 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582
 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078
 0.67643299 0.653559   0.63940368 0.64186522 0.63434504 0.66871097]","[0.20355885 0.19146283 0.17862134 0.19590419 0.18782272 0.17935357
 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488
 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347
 0.2471188  0.18177945 0.15379514 0.15023714 0.13385833 0.12673506]",-1
"[0.7070374  0.70588495 0.67915654 0.69555995 0.68867233 0.68191642
 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327
 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827
 0.66211236 0.6444268  0.64915621 0.64376024 0.66688149 0.63957342]","[0.69535273 0.69640515 0.65611699 0.6854468  0.67935861 0.67290409
 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504
 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078 0.67643299
 0.653559   0.63940368 0.64186522 0.63434504 0.66871097 0.6314414 ]","[0.19146283 0.17862134 0.19590419 0.18782272 0.17935357 0.18263735
 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634
 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188
 0.18177945 0.15379514 0.15023714 0.13385833 0.12673506 0.1226538 ]",-1
"[0.70588495 0.67915654 0.69555995 0.68867233 0.68191642 0.67886461
 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208
 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236
 0.6444268  0.64915621 0.64376024 0.66688149 0.63957342 0.6368227 ]","[0.69640515 0.65611699 0.6854468  0.67935861 0.67290409 0.66991292
 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115
 0.63886034 0.67642405 0.6713742  0.68790078 0.67643299 0.653559
 0.63940368 0.64186522 0.63434504 0.66871097 0.6314414  0.62487634]","[0.17862134 0.19590419 0.18782272 0.17935357 0.18263735 0.18237682
 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449
 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945
 0.15379514 0.15023714 0.13385833 0.12673506 0.1226538  0.11921014]",1
"[0.67915654 0.69555995 0.68867233 0.68191642 0.67886461 0.66611795
 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727
 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268
 0.64915621 0.64376024 0.66688149 0.63957342 0.6368227  0.64845978]","[0.65611699 0.6854468  0.67935861 0.67290409 0.66991292 0.65733805
 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034
 0.67642405 0.6713742  0.68790078 0.67643299 0.653559   0.63940368
 0.64186522 0.63434504 0.66871097 0.6314414  0.62487634 0.638658  ]","[0.19590419 0.18782272 0.17935357 0.18263735 0.18237682 0.18909655
 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824
 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514
 0.15023714 0.13385833 0.12673506 0.1226538  0.11921014 0.12471127]",-1
"[0.69555995 0.68867233 0.68191642 0.67886461 0.66611795 0.66012553
 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749
 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621
 0.64376024 0.66688149 0.63957342 0.6368227  0.64845978 0.64160708]","[0.6854468  0.67935861 0.67290409 0.66991292 0.65733805 0.64815453
 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405
 0.6713742  0.68790078 0.67643299 0.653559   0.63940368 0.64186522
 0.63434504 0.66871097 0.6314414  0.62487634 0.638658   0.64264348]","[0.18782272 0.17935357 0.18263735 0.18237682 0.18909655 0.20165561
 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539
 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714
 0.13385833 0.12673506 0.1226538  0.11921014 0.12471127 0.11625791]",-1
"[0.68867233 0.68191642 0.67886461 0.66611795 0.66012553 0.63928427
 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719
 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621 0.64376024
 0.66688149 0.63957342 0.6368227  0.64845978 0.64160708 0.62236031]","[0.67935861 0.67290409 0.66991292 0.65733805 0.64815453 0.63407166
 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742
 0.68790078 0.67643299 0.653559   0.63940368 0.64186522 0.63434504
 0.66871097 0.6314414  0.62487634 0.638658   0.64264348 0.61439948]","[0.17935357 0.18263735 0.18237682 0.18909655 0.20165561 0.20484795
 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717
 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714 0.13385833
 0.12673506 0.1226538  0.11921014 0.12471127 0.11625791 0.10625007]",1
"[0.68191642 0.67886461 0.66611795 0.66012553 0.63928427 0.56578529
 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868
 0.68540827 0.66211236 0.6444268  0.64915621 0.64376024 0.66688149
 0.63957342 0.6368227  0.64845978 0.64160708 0.62236031 0.63633182]","[0.67290409 0.66991292 0.65733805 0.64815453 0.63407166 0.56523582
 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078
 0.67643299 0.653559   0.63940368 0.64186522 0.63434504 0.66871097
 0.6314414  0.62487634 0.638658   0.64264348 0.61439948 0.62910491]","[0.18263735 0.18237682 0.18909655 0.20165561 0.20484795 0.21675488
 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347
 0.2471188  0.18177945 0.15379514 0.15023714 0.13385833 0.12673506
 0.1226538  0.11921014 0.12471127 0.11625791 0.10625007 0.10693189]",1
"[0.67886461 0.66611795 0.66012553 0.63928427 0.56578529 0.59808327
 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827
 0.66211236 0.6444268  0.64915621 0.64376024 0.66688149 0.63957342
 0.6368227  0.64845978 0.64160708 0.62236031 0.63633182 0.64727161]","[0.66991292 0.65733805 0.64815453 0.63407166 0.56523582 0.59058504
 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078 0.67643299
 0.653559   0.63940368 0.64186522 0.63434504 0.66871097 0.6314414
 0.62487634 0.638658   0.64264348 0.61439948 0.62910491 0.63906696]","[0.18237682 0.18909655 0.20165561 0.20484795 0.21675488 0.23030634
 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188
 0.18177945 0.15379514 0.15023714 0.13385833 0.12673506 0.1226538
 0.11921014 0.12471127 0.11625791 0.10625007 0.10693189 0.1029217 ]",-1
"[0.66611795 0.66012553 0.63928427 0.56578529 0.59808327 0.60624208
 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236
 0.6444268  0.64915621 0.64376024 0.66688149 0.63957342 0.6368227
 0.64845978 0.64160708 0.62236031 0.63633182 0.64727161 0.63319149]","[0.65733805 0.64815453 0.63407166 0.56523582 0.59058504 0.5986115
 0.63886034 0.67642405 0.6713742  0.68790078 0.67643299 0.653559
 0.63940368 0.64186522 0.63434504 0.66871097 0.6314414  0.62487634
 0.638658   0.64264348 0.61439948 0.62910491 0.63906696 0.62646356]","[0.18909655 0.20165561 0.20484795 0.21675488 0.23030634 0.23417449
 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945
 0.15379514 0.15023714 0.13385833 0.12673506 0.1226538  0.11921014
 0.12471127 0.11625791 0.10625007 0.10693189 0.1029217  0.07937956]",1
"[0.66012553 0.63928427 0.56578529 0.59808327 0.60624208 0.65031727
 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268
 0.64915621 0.64376024 0.66688149 0.63957342 0.6368227  0.64845978
 0.64160708 0.62236031 0.63633182 0.64727161 0.63319149 0.65383871]","[0.64815453 0.63407166 0.56523582 0.59058504 0.5986115  0.63886034
 0.67642405 0.6713742  0.68790078 0.67643299 0.653559   0.63940368
 0.64186522 0.63434504 0.66871097 0.6314414  0.62487634 0.638658
 0.64264348 0.61439948 0.62910491 0.63906696 0.62646356 0.64481765]","[0.20165561 0.20484795 0.21675488 0.23030634 0.23417449 0.24445824
 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514
 0.15023714 0.13385833 0.12673506 0.1226538  0.11921014 0.12471127
 0.11625791 0.10625007 0.10693189 0.1029217  0.07937956 0.07803439]",1
"[0.63928427 0.56578529 0.59808327 0.60624208 0.65031727 0.67930749
 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621
 0.64376024 0.66688149 0.63957342 0.6368227  0.64845978 0.64160708
 0.62236031 0.63633182 0.64727161 0.63319149 0.65383871 0.65523128]","[0.63407166 0.56523582 0.59058504 0.5986115  0.63886034 0.67642405
 0.6713742  0.68790078 0.67643299 0.653559   0.63940368 0.64186522
 0.63434504 0.66871097 0.6314414  0.62487634 0.638658   0.64264348
 0.61439948 0.62910491 0.63906696 0.62646356 0.64481765 0.6449017 ]","[0.20484795 0.21675488 0.23030634 0.23417449 0.24445824 0.26941539
 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714
 0.13385833 0.12673506 0.1226538  0.11921014 0.12471127 0.11625791
 0.10625007 0.10693189 0.1029217  0.07937956 0.07803439 0.05762253]",-1
"[0.56578529 0.59808327 0.60624208 0.65031727 0.67930749 0.69799719
 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621 0.64376024
 0.66688149 0.63957342 0.6368227  0.64845978 0.64160708 0.62236031
 0.63633182 0.64727161 0.63319149 0.65383871 0.65523128 0.64289482]","[0.56523582 0.59058504 0.5986115  0.63886034 0.67642405 0.6713742
 0.68790078 0.67643299 0.653559   0.63940368 0.64186522 0.63434504
 0.66871097 0.6314414  0.62487634 0.638658   0.64264348 0.61439948
 0.62910491 0.63906696 0.62646356 0.64481765 0.6449017  0.63480335]","[0.21675488 0.23030634 0.23417449 0.24445824 0.26941539 0.27620717
 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714 0.13385833
 0.12673506 0.1226538  0.11921014 0.12471127 0.11625791 0.10625007
 0.10693189 0.1029217  0.07937956 0.07803439 0.05762253 0.07113504]",-1
"[0.59808327 0.60624208 0.65031727 0.67930749 0.69799719 0.6970868
 0.68540827 0.66211236 0.6444268  0.64915621 0.64376024 0.66688149
 0.63957342 0.6368227  0.64845978 0.64160708 0.62236031 0.63633182
 0.64727161 0.63319149 0.65383871 0.65523128 0.64289482 0.63472824]","[0.59058504 0.5986115  0.63886034 0.67642405 0.6713742  0.68790078
 0.67643299 0.653559   0.63940368 0.64186522 0.63434504 0.66871097
 0.6314414  0.62487634 0.638658   0.64264348 0.61439948 0.62910491
 0.63906696 0.62646356 0.64481765 0.6449017  0.63480335 0.62679186]","[0.23030634 0.23417449 0.24445824 0.26941539 0.27620717 0.27204347
 0.2471188  0.18177945 0.15379514 0.15023714 0.13385833 0.12673506
 0.1226538  0.11921014 0.12471127 0.11625791 0.10625007 0.10693189
 0.1029217  0.07937956 0.07803439 0.05762253 0.07113504 0.05163272]",1
"[0.60624208 0.65031727 0.67930749 0.69799719 0.6970868  0.68540827
 0.66211236 0.6444268  0.64915621 0.64376024 0.66688149 0.63957342
 0.6368227  0.64845978 0.64160708 0.62236031 0.63633182 0.64727161
 0.63319149 0.65383871 0.65523128 0.64289482 0.63472824 0.63552335]","[0.5986115  0.63886034 0.67642405 0.6713742  0.68790078 0.67643299
 0.653559   0.63940368 0.64186522 0.63434504 0.66871097 0.6314414
 0.62487634 0.638658   0.64264348 0.61439948 0.62910491 0.63906696
 0.62646356 0.64481765 0.6449017  0.63480335 0.62679186 0.62916466]","[0.23417449 0.24445824 0.26941539 0.27620717 0.27204347 0.2471188
 0.18177945 0.15379514 0.15023714 0.13385833 0.12673506 0.1226538
 0.11921014 0.12471127 0.11625791 0.10625007 0.10693189 0.1029217
 0.07937956 0.07803439 0.05762253 0.07113504 0.05163272 0.03435044]",1
"[0.65031727 0.67930749 0.69799719 0.6970868  0.68540827 0.66211236
 0.6444268  0.64915621 0.64376024 0.66688149 0.63957342 0.6368227
 0.64845978 0.64160708 0.62236031 0.63633182 0.64727161 0.63319149
 0.65383871 0.65523128 0.64289482 0.63472824 0.63552335 0.67033568]","[0.63886034 0.67642405 0.6713742  0.68790078 0.67643299 0.653559
 0.63940368 0.64186522 0.63434504 0.66871097 0.6314414  0.62487634
 0.638658   0.64264348 0.61439948 0.62910491 0.63906696 0.62646356
 0.64481765 0.6449017  0.63480335 0.62679186 0.62916466 0.66171127]","[0.24445824 0.26941539 0.27620717 0.27204347 0.2471188  0.18177945
 0.15379514 0.15023714 0.13385833 0.12673506 0.1226538  0.11921014
 0.12471127 0.11625791 0.10625007 0.10693189 0.1029217  0.07937956
 0.07803439 0.05762253 0.07113504 0.05163272 0.03435044 0.04610178]",1
"[0.67930749 0.69799719 0.6970868  0.68540827 0.66211236 0.6444268
 0.64915621 0.64376024 0.66688149 0.63957342 0.6368227  0.64845978
 0.64160708 0.62236031 0.63633182 0.64727161 0.63319149 0.65383871
 0.65523128 0.64289482 0.63472824 0.63552335 0.67033568 0.6713274 ]","[0.67642405 0.6713742  0.68790078 0.67643299 0.653559   0.63940368
 0.64186522 0.63434504 0.66871097 0.6314414  0.62487634 0.638658
 0.64264348 0.61439948 0.62910491 0.63906696 0.62646356 0.64481765
 0.6449017  0.63480335 0.62679186 0.62916466 0.66171127 0.65921868]","[0.26941539 0.27620717 0.27204347 0.2471188  0.18177945 0.15379514
 0.15023714 0.13385833 0.12673506 0.1226538  0.11921014 0.12471127
 0.11625791 0.10625007 0.10693189 0.1029217  0.07937956 0.07803439
 0.05762253 0.07113504 0.05163272 0.03435044 0.04610178 0.04685555]",-1
"[0.69799719 0.6970868  0.68540827 0.66211236 0.6444268  0.64915621
 0.64376024 0.66688149 0.63957342 0.6368227  0.64845978 0.64160708
 0.62236031 0.63633182 0.64727161 0.63319149 0.65383871 0.65523128
 0.64289482 0.63472824 0.63552335 0.67033568 0.6713274  0.65067117]","[0.6713742  0.68790078 0.67643299 0.653559   0.63940368 0.64186522
 0.63434504 0.66871097 0.6314414  0.62487634 0.638658   0.64264348
 0.61439948 0.62910491 0.63906696 0.62646356 0.64481765 0.6449017
 0.63480335 0.62679186 0.62916466 0.66171127 0.65921868 0.64192665]","[0.27620717 0.27204347 0.2471188  0.18177945 0.15379514 0.15023714
 0.13385833 0.12673506 0.1226538  0.11921014 0.12471127 0.11625791
 0.10625007 0.10693189 0.1029217  0.07937956 0.07803439 0.05762253
 0.07113504 0.05163272 0.03435044 0.04610178 0.04685555 0.03682401]",1
