prices,market_caps,total_volumes,label
"[0.53338528 0.52627973 0.51718222 0.52571618 0.50518939 0.50801753
 0.5130361  0.50078889 0.48657421 0.4785485  0.48878989 0.49813544
 0.48696953 0.4889627  0.47432332 0.46630996 0.45983118 0.48716048
 0.48880017 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816]","[0.52447398 0.51632159 0.51224092 0.52180311 0.50102673 0.49319951
 0.50126714 0.49710503 0.48160526 0.46331247 0.48432704 0.490965
 0.47900028 0.48096304 0.4707569  0.45872938 0.45758625 0.48302951
 0.47872922 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501]","[0.17042673 0.15631943 0.17050682 0.17192815 0.19147551 0.20231093
 0.19792209 0.18818086 0.19680262 0.20082376 0.18858712 0.19142247
 0.19871145 0.21332306 0.21295117 0.19484708 0.20875251 0.22695992
 0.20698287 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303]",1
"[0.52627973 0.51718222 0.52571618 0.50518939 0.50801753 0.5130361
 0.50078889 0.48657421 0.4785485  0.48878989 0.49813544 0.48696953
 0.4889627  0.47432332 0.46630996 0.45983118 0.48716048 0.48880017
 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433]","[0.51632159 0.51224092 0.52180311 0.50102673 0.49319951 0.50126714
 0.49710503 0.48160526 0.46331247 0.48432704 0.490965   0.47900028
 0.48096304 0.4707569  0.45872938 0.45758625 0.48302951 0.47872922
 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501 0.60408577]","[0.15631943 0.17050682 0.17192815 0.19147551 0.20231093 0.19792209
 0.18818086 0.19680262 0.20082376 0.18858712 0.19142247 0.19871145
 0.21332306 0.21295117 0.19484708 0.20875251 0.22695992 0.20698287
 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054]",-1
"[0.51718222 0.52571618 0.50518939 0.50801753 0.5130361  0.50078889
 0.48657421 0.4785485  0.48878989 0.49813544 0.48696953 0.4889627
 0.47432332 0.46630996 0.45983118 0.48716048 0.48880017 0.53727737
 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633]","[0.51224092 0.52180311 0.50102673 0.49319951 0.50126714 0.49710503
 0.48160526 0.46331247 0.48432704 0.490965   0.47900028 0.48096304
 0.4707569  0.45872938 0.45758625 0.48302951 0.47872922 0.5292808
 0.51959355 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933]","[0.17050682 0.17192815 0.19147551 0.20231093 0.19792209 0.18818086
 0.19680262 0.20082376 0.18858712 0.19142247 0.19871145 0.21332306
 0.21295117 0.19484708 0.20875251 0.22695992 0.20698287 0.23144233
 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507]",-1
"[0.52571618 0.50518939 0.50801753 0.5130361  0.50078889 0.48657421
 0.4785485  0.48878989 0.49813544 0.48696953 0.4889627  0.47432332
 0.46630996 0.45983118 0.48716048 0.48880017 0.53727737 0.52732328
 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509]","[0.52180311 0.50102673 0.49319951 0.50126714 0.49710503 0.48160526
 0.46331247 0.48432704 0.490965   0.47900028 0.48096304 0.4707569
 0.45872938 0.45758625 0.48302951 0.47872922 0.5292808  0.51959355
 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861]","[0.17192815 0.19147551 0.20231093 0.19792209 0.18818086 0.19680262
 0.20082376 0.18858712 0.19142247 0.19871145 0.21332306 0.21295117
 0.19484708 0.20875251 0.22695992 0.20698287 0.23144233 0.21122457
 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507 0.21283526]",-1
"[0.50518939 0.50801753 0.5130361  0.50078889 0.48657421 0.4785485
 0.48878989 0.49813544 0.48696953 0.4889627  0.47432332 0.46630996
 0.45983118 0.48716048 0.48880017 0.53727737 0.52732328 0.52664221
 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185]","[0.50102673 0.49319951 0.50126714 0.49710503 0.48160526 0.46331247
 0.48432704 0.490965   0.47900028 0.48096304 0.4707569  0.45872938
 0.45758625 0.48302951 0.47872922 0.5292808  0.51959355 0.51219663
 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994]","[0.19147551 0.20231093 0.19792209 0.18818086 0.19680262 0.20082376
 0.18858712 0.19142247 0.19871145 0.21332306 0.21295117 0.19484708
 0.20875251 0.22695992 0.20698287 0.23144233 0.21122457 0.1963261
 0.21192044 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853]",-1
"[0.50801753 0.5130361  0.50078889 0.48657421 0.4785485  0.48878989
 0.49813544 0.48696953 0.4889627  0.47432332 0.46630996 0.45983118
 0.48716048 0.48880017 0.53727737 0.52732328 0.52664221 0.62002057
 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406 ]","[0.49319951 0.50126714 0.49710503 0.48160526 0.46331247 0.48432704
 0.490965   0.47900028 0.48096304 0.4707569  0.45872938 0.45758625
 0.48302951 0.47872922 0.5292808  0.51959355 0.51219663 0.63031484
 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426]","[0.20231093 0.19792209 0.18818086 0.19680262 0.20082376 0.18858712
 0.19142247 0.19871145 0.21332306 0.21295117 0.19484708 0.20875251
 0.22695992 0.20698287 0.23144233 0.21122457 0.1963261  0.21192044
 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704]",1
"[0.5130361  0.50078889 0.48657421 0.4785485  0.48878989 0.49813544
 0.48696953 0.4889627  0.47432332 0.46630996 0.45983118 0.48716048
 0.48880017 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816
 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881]","[0.50126714 0.49710503 0.48160526 0.46331247 0.48432704 0.490965
 0.47900028 0.48096304 0.4707569  0.45872938 0.45758625 0.48302951
 0.47872922 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501
 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885]","[0.19792209 0.18818086 0.19680262 0.20082376 0.18858712 0.19142247
 0.19871145 0.21332306 0.21295117 0.19484708 0.20875251 0.22695992
 0.20698287 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303
 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765]",1
"[0.50078889 0.48657421 0.4785485  0.48878989 0.49813544 0.48696953
 0.4889627  0.47432332 0.46630996 0.45983118 0.48716048 0.48880017
 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433
 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966]","[0.49710503 0.48160526 0.46331247 0.48432704 0.490965   0.47900028
 0.48096304 0.4707569  0.45872938 0.45758625 0.48302951 0.47872922
 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501 0.60408577
 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219]","[0.18818086 0.19680262 0.20082376 0.18858712 0.19142247 0.19871145
 0.21332306 0.21295117 0.19484708 0.20875251 0.22695992 0.20698287
 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054
 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408 ]",-1
"[0.48657421 0.4785485  0.48878989 0.49813544 0.48696953 0.4889627
 0.47432332 0.46630996 0.45983118 0.48716048 0.48880017 0.53727737
 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633
 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137]","[0.48160526 0.46331247 0.48432704 0.490965   0.47900028 0.48096304
 0.4707569  0.45872938 0.45758625 0.48302951 0.47872922 0.5292808
 0.51959355 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933
 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483]","[0.19680262 0.20082376 0.18858712 0.19142247 0.19871145 0.21332306
 0.21295117 0.19484708 0.20875251 0.22695992 0.20698287 0.23144233
 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507
 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266]",1
"[0.4785485  0.48878989 0.49813544 0.48696953 0.4889627  0.47432332
 0.46630996 0.45983118 0.48716048 0.48880017 0.53727737 0.52732328
 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509
 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472]","[0.46331247 0.48432704 0.490965   0.47900028 0.48096304 0.4707569
 0.45872938 0.45758625 0.48302951 0.47872922 0.5292808  0.51959355
 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861
 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734]","[0.20082376 0.18858712 0.19142247 0.19871145 0.21332306 0.21295117
 0.19484708 0.20875251 0.22695992 0.20698287 0.23144233 0.21122457
 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507 0.21283526
 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424]",-1
"[0.48878989 0.49813544 0.48696953 0.4889627  0.47432332 0.46630996
 0.45983118 0.48716048 0.48880017 0.53727737 0.52732328 0.52664221
 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185
 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472 0.5660443 ]","[0.48432704 0.490965   0.47900028 0.48096304 0.4707569  0.45872938
 0.45758625 0.48302951 0.47872922 0.5292808  0.51959355 0.51219663
 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994
 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108]","[0.18858712 0.19142247 0.19871145 0.21332306 0.21295117 0.19484708
 0.20875251 0.22695992 0.20698287 0.23144233 0.21122457 0.1963261
 0.21192044 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853
 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605]",1
"[0.49813544 0.48696953 0.4889627  0.47432332 0.46630996 0.45983118
 0.48716048 0.48880017 0.53727737 0.52732328 0.52664221 0.62002057
 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406
 0.57197881 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997 ]","[0.490965   0.47900028 0.48096304 0.4707569  0.45872938 0.45758625
 0.48302951 0.47872922 0.5292808  0.51959355 0.51219663 0.63031484
 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426
 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711]","[0.19142247 0.19871145 0.21332306 0.21295117 0.19484708 0.20875251
 0.22695992 0.20698287 0.23144233 0.21122457 0.1963261  0.21192044
 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704
 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661]",-1
"[0.48696953 0.4889627  0.47432332 0.46630996 0.45983118 0.48716048
 0.48880017 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816
 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881
 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395]","[0.47900028 0.48096304 0.4707569  0.45872938 0.45758625 0.48302951
 0.47872922 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501
 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885
 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036]","[0.19871145 0.21332306 0.21295117 0.19484708 0.20875251 0.22695992
 0.20698287 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303
 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765
 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661 0.13212731]",-1
"[0.4889627  0.47432332 0.46630996 0.45983118 0.48716048 0.48880017
 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433
 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966
 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072]","[0.48096304 0.4707569  0.45872938 0.45758625 0.48302951 0.47872922
 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501 0.60408577
 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219
 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477]","[0.21332306 0.21295117 0.19484708 0.20875251 0.22695992 0.20698287
 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054
 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408
 0.14771266 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757]",1
"[0.47432332 0.46630996 0.45983118 0.48716048 0.48880017 0.53727737
 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633
 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137
 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491]","[0.4707569  0.45872938 0.45758625 0.48302951 0.47872922 0.5292808
 0.51959355 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933
 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483
 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965 ]","[0.21295117 0.19484708 0.20875251 0.22695992 0.20698287 0.23144233
 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507
 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266
 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851]",-1
"[0.46630996 0.45983118 0.48716048 0.48880017 0.53727737 0.52732328
 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509
 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472
 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491 0.58506623]","[0.45872938 0.45758625 0.48302951 0.47872922 0.5292808  0.51959355
 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861
 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734
 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965  0.574187  ]","[0.19484708 0.20875251 0.22695992 0.20698287 0.23144233 0.21122457
 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507 0.21283526
 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424
 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913]",-1
"[0.45983118 0.48716048 0.48880017 0.53727737 0.52732328 0.52664221
 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185
 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472 0.5660443
 0.5774997  0.56906395 0.56895072 0.59245491 0.58506623 0.56208301]","[0.45758625 0.48302951 0.47872922 0.5292808  0.51959355 0.51219663
 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994
 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108
 0.56848711 0.55981036 0.55970477 0.5827965  0.574187   0.55432813]","[0.20875251 0.22695992 0.20698287 0.23144233 0.21122457 0.1963261
 0.21192044 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853
 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605
 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851]",-1
"[0.48716048 0.48880017 0.53727737 0.52732328 0.52664221 0.62002057
 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406
 0.57197881 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997
 0.56906395 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412]","[0.48302951 0.47872922 0.5292808  0.51959355 0.51219663 0.63031484
 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426
 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711
 0.55981036 0.55970477 0.5827965  0.574187   0.55432813 0.5487455 ]","[0.22695992 0.20698287 0.23144233 0.21122457 0.1963261  0.21192044
 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704
 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661
 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482]",1
"[0.48880017 0.53727737 0.52732328 0.52664221 0.62002057 0.58105816
 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881
 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395
 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918]","[0.47872922 0.5292808  0.51959355 0.51219663 0.63031484 0.57148501
 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885
 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036
 0.55970477 0.5827965  0.574187   0.55432813 0.5487455  0.56479198]","[0.20698287 0.23144233 0.21122457 0.1963261  0.21192044 0.19378303
 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765
 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661 0.13212731
 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587]",-1
"[0.53727737 0.52732328 0.52664221 0.62002057 0.58105816 0.61579433
 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966
 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072
 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514]","[0.5292808  0.51959355 0.51219663 0.63031484 0.57148501 0.60408577
 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219
 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477
 0.5827965  0.574187   0.55432813 0.5487455  0.56479198 0.56307822]","[0.23144233 0.21122457 0.1963261  0.21192044 0.19378303 0.21201054
 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408
 0.14771266 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757
 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039]",1
"[0.52732328 0.52664221 0.62002057 0.58105816 0.61579433 0.59320633
 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137
 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491
 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339 ]","[0.51959355 0.51219663 0.63031484 0.57148501 0.60408577 0.59657933
 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483
 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965
 0.574187   0.55432813 0.5487455  0.56479198 0.56307822 0.63772479]","[0.21122457 0.1963261  0.21192044 0.19378303 0.21201054 0.20959507
 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266
 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851
 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593]",-1
"[0.52664221 0.62002057 0.58105816 0.61579433 0.59320633 0.58490509
 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472
 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491 0.58506623
 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149]","[0.51219663 0.63031484 0.57148501 0.60408577 0.59657933 0.57646861
 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734
 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965  0.574187
 0.55432813 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486]","[0.1963261  0.21192044 0.19378303 0.21201054 0.20959507 0.21283526
 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424
 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913
 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701]",1
"[0.62002057 0.58105816 0.61579433 0.59320633 0.58490509 0.58114185
 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472 0.5660443
 0.5774997  0.56906395 0.56895072 0.59245491 0.58506623 0.56208301
 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432 ]","[0.63031484 0.57148501 0.60408577 0.59657933 0.57646861 0.57347994
 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108
 0.56848711 0.55981036 0.55970477 0.5827965  0.574187   0.55432813
 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486 0.49694535]","[0.21192044 0.19378303 0.21201054 0.20959507 0.21283526 0.21003853
 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605
 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851
 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424]",1
"[0.58105816 0.61579433 0.59320633 0.58490509 0.58114185 0.5639406
 0.57197881 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997
 0.56906395 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412
 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502]","[0.57148501 0.60408577 0.59657933 0.57646861 0.57347994 0.55421426
 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711
 0.55981036 0.55970477 0.5827965  0.574187   0.55432813 0.5487455
 0.56479198 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414]","[0.19378303 0.21201054 0.20959507 0.21283526 0.21003853 0.18898704
 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661
 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482
 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054]",1
"[0.61579433 0.59320633 0.58490509 0.58114185 0.5639406  0.57197881
 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395
 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918
 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685]","[0.60408577 0.59657933 0.57646861 0.57347994 0.55421426 0.56124885
 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036
 0.55970477 0.5827965  0.574187   0.55432813 0.5487455  0.56479198
 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623]","[0.21201054 0.20959507 0.21283526 0.21003853 0.18898704 0.16328765
 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661 0.13212731
 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587
 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053]",-1
"[0.59320633 0.58490509 0.58114185 0.5639406  0.57197881 0.60529966
 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072
 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514
 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685 0.50954847]","[0.59657933 0.57646861 0.57347994 0.55421426 0.56124885 0.59647219
 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477
 0.5827965  0.574187   0.55432813 0.5487455  0.56479198 0.56307822
 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917]","[0.20959507 0.21283526 0.21003853 0.18898704 0.16328765 0.1692408
 0.14771266 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757
 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039
 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195]",1
"[0.58490509 0.58114185 0.5639406  0.57197881 0.60529966 0.57945137
 0.59454472 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491
 0.58506623 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339
 0.50776149 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659]","[0.57646861 0.57347994 0.55421426 0.56124885 0.59647219 0.57020483
 0.57859734 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965
 0.574187   0.55432813 0.5487455  0.56479198 0.56307822 0.63772479
 0.49392486 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625]","[0.21283526 0.21003853 0.18898704 0.16328765 0.1692408  0.14771266
 0.16165424 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851
 0.13162913 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593
 0.16524701 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512]",1
"[0.58114185 0.5639406  0.57197881 0.60529966 0.57945137 0.59454472
 0.5660443  0.5774997  0.56906395 0.56895072 0.59245491 0.58506623
 0.56208301 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149
 0.5120432  0.51725502 0.51850685 0.50954847 0.53142659 0.56267513]","[0.57347994 0.55421426 0.56124885 0.59647219 0.57020483 0.57859734
 0.55683108 0.56848711 0.55981036 0.55970477 0.5827965  0.574187
 0.55432813 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486
 0.49694535 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372]","[0.21003853 0.18898704 0.16328765 0.1692408  0.14771266 0.16165424
 0.14003605 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913
 0.11660851 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701
 0.18132424 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449]",1
"[0.5639406  0.57197881 0.60529966 0.57945137 0.59454472 0.5660443
 0.5774997  0.56906395 0.56895072 0.59245491 0.58506623 0.56208301
 0.56150412 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432
 0.51725502 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957]","[0.55421426 0.56124885 0.59647219 0.57020483 0.57859734 0.55683108
 0.56848711 0.55981036 0.55970477 0.5827965  0.574187   0.55432813
 0.5487455  0.56479198 0.56307822 0.63772479 0.49392486 0.49694535
 0.50902414 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525]","[0.18898704 0.16328765 0.1692408  0.14771266 0.16165424 0.14003605
 0.13665661 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851
 0.11803482 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424
 0.15390054 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641]",1
"[0.57197881 0.60529966 0.57945137 0.59454472 0.5660443  0.5774997
 0.56906395 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412
 0.57510918 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502
 0.51850685 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424]","[0.56124885 0.59647219 0.57020483 0.57859734 0.55683108 0.56848711
 0.55981036 0.55970477 0.5827965  0.574187   0.55432813 0.5487455
 0.56479198 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414
 0.49604623 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822]","[0.16328765 0.1692408  0.14771266 0.16165424 0.14003605 0.13665661
 0.13212731 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482
 0.11309587 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054
 0.14461053 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067]",-1
"[0.60529966 0.57945137 0.59454472 0.5660443  0.5774997  0.56906395
 0.56895072 0.59245491 0.58506623 0.56208301 0.56150412 0.57510918
 0.57349514 0.6475339  0.50776149 0.5120432  0.51725502 0.51850685
 0.50954847 0.53142659 0.56267513 0.59492957 0.62536424 0.59558425]","[0.59647219 0.57020483 0.57859734 0.55683108 0.56848711 0.55981036
 0.55970477 0.5827965  0.574187   0.55432813 0.5487455  0.56479198
 0.56307822 0.63772479 0.49392486 0.49694535 0.50902414 0.49604623
 0.51496917 0.52525625 0.55438372 0.58534525 0.61524822 0.58601643]","[0.1692408  0.14771266 0.16165424 0.14003605 0.13665661 0.13212731
 0.12793757 0.12895851 0.13162913 0.11660851 0.11803482 0.11309587
 0.10714039 0.14416593 0.16524701 0.18132424 0.15390054 0.14461053
 0.12461195 0.11952512 0.12692449 0.13192641 0.10851067 0.10091757]",1
